interaction_id,interaction_date,rep_id,hcp_npi,account_id,territory,product_name,channel,detail_topic,call_outcome,duration_min,sample_qty,consent_status
CRM0000861,2024-09-23,REP003,9000000358,ACC058,T03,Roventra,Remote,Clinical data - REMS requirements,Abandoned,15,0,Allowed
CRM0000862,2024-12-18,REP003,9000000358,ACC058,T03,Roventra,Phone,Clinical data - efficacy,Follow-up,30,0,Allowed
CRM0000863,2024-04-09,REP003,9000000358,ACC058,T03,Roventra,Phone,Clinical data - REMS requirements,Abandoned,30,0,Allowed
CRM0000864,2024-08-19,REP003,9000000523,ACC058,T03,Vexpro,Remote,Safety and tolerability,Follow-up,15,0,Allowed
CRM0000865,2024-11-05,REP003,9000000523,ACC058,T03,Roventra,Phone,Prior authorization support,No Reach,5,0,Opt-out
CRM0000866,2024-04-21,REP003,9000000523,ACC058,T03,Roventra,Sample Drop,Dose and administration,Follow-up,20,0,Allowed
CRM0000867,2024-06-01,REP003,9000000523,ACC058,T03,Nexoral,Face to Face,Adherence program enrollment,Follow-up,30,0,Opt-out
CRM0000868,2024-12-26,REP003,9000000523,ACC058,T03,Vexpro,Remote,Dose and administration,No Reach,10,0,Allowed
CRM0000869,2024-08-14,REP004,9000000226,ACC059,T04,Nexoral,Remote,Dose and administration,Neutral,5,0,Allowed
CRM0000870,2024-01-30,REP004,9000000226,ACC059,T04,Nexoral,Face to Face,Clinical data - REMS requirements,Neutral,45,0,Opt-out
CRM0000871,2025-01-09,REP004,9000000226,ACC059,T04,Roventra,Sample Drop,Dose and administration,No Reach,45,0,Opt-out
CRM0000872,2024-09-05,REP004,9000000226,ACC059,T04,Roventra,Remote,Clinical data - efficacy,Follow-up,10,0,Allowed
CRM0000873,2024-07-23,REP004,9000000226,ACC059,T04,Vexpro,Phone,Prior authorization support,Follow-up,5,0,Allowed
CRM0000874,2025-01-04,REP004,9000000226,ACC059,T04,Nexoral,Sample Drop,Prior authorization support,Positive,45,2,Allowed
CRM0000875,2025-01-21,REP004,9000000394,ACC059,T04,Nexoral,Remote,Referral workflow and SP onboarding,Follow-up,5,0,Allowed
CRM0000876,2024-04-08,REP004,9000000394,ACC059,T04,Roventra,Face to Face,Coverage and reimbursement,Abandoned,45,0,Allowed
CRM0000877,2024-07-04,REP004,9000000394,ACC059,T04,Nexoral,Phone,Prior authorization support,Abandoned,10,0,Opt-out
CRM0000878,2024-04-13,REP004,9000000415,ACC059,T04,Nexoral,Sample Drop,Dose and administration,Follow-up,45,1,Opt-out
CRM0000879,2024-10-03,REP004,9000000415,ACC059,T04,Roventra,Remote,Safety and tolerability,Abandoned,10,0,Allowed
CRM0000880,2024-06-08,REP004,9000000415,ACC059,T04,Vexpro,Face to Face,Clinical data - efficacy,Positive,30,0,Allowed
CRM0000881,2024-07-27,REP004,9000000422,ACC059,T04,Nexoral,Remote,Adherence program enrollment,Neutral,30,0,Allowed
CRM0000882,2024-01-01,REP004,9000000422,ACC059,T04,Nexoral,Face to Face,Coverage and reimbursement,Abandoned,20,0,Opt-out
CRM0000883,2025-01-13,REP004,9000000422,ACC059,T04,Nexoral,Remote,Clinical data - efficacy,Positive,5,0,Allowed
CRM0000884,2024-01-14,REP004,9000000422,ACC059,T04,Roventra,Remote,Dose and administration,Positive,20,0,Allowed
CRM0000885,2024-03-26,REP004,9000000636,ACC059,T04,Roventra,Phone,Prior authorization support,Positive,30,0,Opt-out
CRM0000886,2024-07-08,REP004,9000000636,ACC059,T04,Roventra,Face to Face,Coverage and reimbursement,No Reach,30,0,Allowed
CRM0000887,2024-03-07,REP004,9000000636,ACC059,T04,Nexoral,Sample Drop,Referral workflow and SP onboarding,Positive,5,0,Opt-out
CRM0000888,2024-03-10,REP004,9000000636,ACC059,T04,Roventra,Face to Face,Referral workflow and SP onboarding,Follow-up,10,0,Allowed
CRM0000889,2024-08-14,REP004,9000000636,ACC059,T04,Vexpro,Face to Face,Patient identification,Neutral,5,0,Allowed
CRM0000890,2024-10-23,REP004,9000000636,ACC059,T04,Nexoral,Remote,Prior authorization support,Neutral,10,0,Allowed
CRM0000891,2024-03-14,REP005,9000000056,ACC060,T05,Nexoral,Remote,Clinical data - REMS requirements,Neutral,45,0,Opt-out
CRM0000892,2024-12-12,REP005,9000000056,ACC060,T05,Vexpro,Face to Face,Clinical data - REMS requirements,Abandoned,5,0,Allowed
CRM0000893,2024-01-24,REP005,9000000056,ACC060,T05,Vexpro,Remote,Patient identification,Follow-up,10,0,Opt-out
CRM0000894,2024-02-23,REP005,9000000056,ACC060,T05,Roventra,Sample Drop,Prior authorization support,Positive,20,0,Opt-out
CRM0000895,2024-06-05,REP005,9000000056,ACC060,T05,Vexpro,Remote,Clinical data - REMS requirements,Positive,15,0,Opt-out
CRM0000896,2024-07-16,REP005,9000000087,ACC060,T05,Roventra,Sample Drop,Clinical data - efficacy,Abandoned,10,0,Allowed
CRM0000897,2024-02-28,REP005,9000000087,ACC060,T05,Vexpro,Phone,Competitive differentiation,Abandoned,5,0,Opt-out
CRM0000898,2024-08-06,REP005,9000000087,ACC060,T05,Roventra,Phone,Referral workflow and SP onboarding,Abandoned,20,0,Opt-out
CRM0000899,2024-10-01,REP005,9000000087,ACC060,T05,Roventra,Phone,Prior authorization support,Neutral,10,0,Allowed
CRM0000900,2025-01-06,REP005,9000000087,ACC060,T05,Vexpro,Face to Face,Clinical data - REMS requirements,Positive,10,0,Allowed
CRM0000901,2024-05-16,REP005,9000000087,ACC060,T05,Nexoral,Face to Face,Dose and administration,Abandoned,45,0,Allowed
CRM0000902,2024-05-14,REP005,9000000533,ACC060,T05,Nexoral,Remote,Dose and administration,No Reach,15,0,Allowed
CRM0000903,2024-10-08,REP005,9000000533,ACC060,T05,Vexpro,Face to Face,Referral workflow and SP onboarding,Abandoned,20,0,Allowed
CRM0000904,2024-03-03,REP005,9000000533,ACC060,T05,Vexpro,Face to Face,Referral workflow and SP onboarding,Positive,30,0,Allowed
CRM0000905,2024-10-06,REP005,9000000533,ACC060,T05,Roventra,Remote,Dose and administration,Abandoned,15,0,Allowed
CRM0000906,2024-01-20,REP005,9000000533,ACC060,T05,Nexoral,Remote,Referral workflow and SP onboarding,Positive,15,0,Allowed
CRM0000907,2024-07-12,REP005,9000000533,ACC060,T05,Vexpro,Face to Face,Prior authorization support,Follow-up,30,0,Opt-out
CRM0000908,2024-03-20,REP006,9000000326,ACC061,T06,Vexpro,Phone,Clinical data - REMS requirements,Positive,10,0,Allowed
CRM0000909,2024-03-24,REP006,9000000326,ACC061,T06,Vexpro,Remote,Clinical data - REMS requirements,Positive,15,0,Allowed
CRM0000910,2024-02-03,REP006,9000000326,ACC061,T06,Roventra,Face to Face,Clinical data - REMS requirements,Positive,45,0,Opt-out
CRM0000911,2024-09-24,REP006,9000000326,ACC061,T06,Vexpro,Remote,Dose and administration,No Reach,30,0,Allowed
CRM0000912,2024-08-23,REP006,9000000326,ACC061,T06,Vexpro,Sample Drop,Prior authorization support,Neutral,30,2,Allowed
CRM0000913,2024-04-06,REP006,9000000326,ACC061,T06,Nexoral,Phone,Adherence program enrollment,Positive,30,0,Opt-out
CRM0000914,2024-10-24,REP006,9000000326,ACC061,T06,Nexoral,Remote,Clinical data - efficacy,No Reach,15,0,Opt-out
CRM0000915,2024-04-22,REP006,9000000326,ACC061,T06,Nexoral,Phone,Clinical data - efficacy,Abandoned,5,0,Allowed
CRM0000916,2024-10-25,REP006,9000000608,ACC061,T06,Nexoral,Face to Face,Dose and administration,Follow-up,10,0,Allowed
CRM0000917,2025-01-23,REP006,9000000608,ACC061,T06,Vexpro,Phone,Dose and administration,Abandoned,10,0,Opt-out
CRM0000918,2024-07-16,REP006,9000000608,ACC061,T06,Vexpro,Sample Drop,Adherence program enrollment,Positive,20,0,Allowed
CRM0000919,2024-06-15,REP006,9000000608,ACC061,T06,Vexpro,Phone,Referral workflow and SP onboarding,No Reach,20,0,Allowed
CRM0000920,2024-09-07,REP006,9000000608,ACC061,T06,Vexpro,Sample Drop,Competitive differentiation,Abandoned,10,0,Allowed
CRM0000921,2024-09-15,REP007,9000000162,ACC062,T07,Roventra,Sample Drop,Patient identification,Neutral,20,1,Opt-out
CRM0000922,2024-10-31,REP007,9000000162,ACC062,T07,Roventra,Remote,Dose and administration,No Reach,20,0,Opt-out
CRM0000923,2024-06-05,REP007,9000000162,ACC062,T07,Nexoral,Remote,Adherence program enrollment,Neutral,20,0,Allowed
CRM0000924,2024-02-03,REP007,9000000162,ACC062,T07,Roventra,Face to Face,Clinical data - efficacy,Abandoned,20,0,Opt-out
CRM0000925,2024-10-06,REP007,9000000162,ACC062,T07,Vexpro,Face to Face,Adherence program enrollment,Positive,5,0,Allowed
CRM0000926,2024-02-20,REP007,9000000162,ACC062,T07,Vexpro,Sample Drop,Clinical data - REMS requirements,Follow-up,5,0,Allowed
CRM0000927,2024-01-13,REP007,9000000162,ACC062,T07,Roventra,Phone,Referral workflow and SP onboarding,No Reach,45,0,Allowed
CRM0000928,2024-04-09,REP007,9000000162,ACC062,T07,Roventra,Phone,Dose and administration,Positive,45,0,Allowed
CRM0000929,2024-09-23,REP008,9000000343,ACC063,T08,Vexpro,Sample Drop,Referral workflow and SP onboarding,Neutral,10,1,Opt-out
CRM0000930,2024-10-18,REP008,9000000343,ACC063,T08,Roventra,Face to Face,Patient identification,Follow-up,15,0,Opt-out
CRM0000931,2024-02-06,REP008,9000000343,ACC063,T08,Vexpro,Remote,Coverage and reimbursement,Positive,5,0,Allowed
CRM0000932,2024-01-31,REP008,9000000343,ACC063,T08,Nexoral,Remote,Patient identification,Positive,5,0,Allowed
CRM0000933,2024-05-01,REP008,9000000343,ACC063,T08,Roventra,Phone,Prior authorization support,Positive,10,0,Opt-out
CRM0000934,2024-08-26,REP008,9000000343,ACC063,T08,Vexpro,Sample Drop,Adherence program enrollment,No Reach,5,1,Opt-out
CRM0000935,2024-03-29,REP008,9000000343,ACC063,T08,Vexpro,Face to Face,Prior authorization support,Abandoned,10,0,Opt-out
CRM0000936,2024-09-26,REP001,9000000555,ACC064,T01,Vexpro,Face to Face,Clinical data - efficacy,Follow-up,45,0,Allowed
CRM0000937,2024-11-28,REP001,9000000555,ACC064,T01,Vexpro,Remote,Competitive differentiation,No Reach,20,0,Allowed
CRM0000938,2024-06-10,REP001,9000000555,ACC064,T01,Roventra,Face to Face,Dose and administration,Follow-up,45,0,Opt-out
CRM0000939,2024-04-14,REP002,9000000421,ACC065,T02,Nexoral,Sample Drop,Competitive differentiation,Positive,10,0,Opt-out
CRM0000940,2024-01-30,REP002,9000000421,ACC065,T02,Roventra,Sample Drop,Competitive differentiation,Abandoned,30,2,Allowed
CRM0000941,2024-11-10,REP002,9000000421,ACC065,T02,Vexpro,Remote,Safety and tolerability,No Reach,20,0,Allowed
CRM0000942,2024-04-13,REP002,9000000421,ACC065,T02,Roventra,Remote,Prior authorization support,Abandoned,15,0,Allowed
CRM0000943,2024-06-21,REP002,9000000600,ACC065,T02,Roventra,Face to Face,Prior authorization support,Positive,45,0,Allowed
CRM0000944,2024-09-26,REP002,9000000600,ACC065,T02,Vexpro,Phone,Safety and tolerability,Follow-up,45,0,Allowed
CRM0000945,2025-01-04,REP002,9000000600,ACC065,T02,Vexpro,Sample Drop,Clinical data - efficacy,Follow-up,20,0,Allowed
CRM0000946,2024-09-24,REP002,9000000643,ACC065,T02,Vexpro,Remote,Competitive differentiation,No Reach,30,0,Opt-out
CRM0000947,2024-02-26,REP002,9000000643,ACC065,T02,Vexpro,Sample Drop,Safety and tolerability,Positive,15,1,Allowed
CRM0000948,2024-09-15,REP004,9000000188,ACC067,T04,Nexoral,Face to Face,Coverage and reimbursement,No Reach,15,0,Allowed
CRM0000949,2024-11-21,REP004,9000000188,ACC067,T04,Vexpro,Sample Drop,Clinical data - efficacy,No Reach,15,1,Allowed
CRM0000950,2024-01-03,REP004,9000000188,ACC067,T04,Vexpro,Remote,Referral workflow and SP onboarding,Positive,5,0,Allowed
CRM0000951,2024-07-31,REP004,9000000188,ACC067,T04,Nexoral,Face to Face,Safety and tolerability,No Reach,30,0,Allowed
CRM0000952,2024-04-08,REP004,9000000263,ACC067,T04,Roventra,Sample Drop,Adherence program enrollment,Neutral,10,2,Allowed
CRM0000953,2024-02-22,REP004,9000000263,ACC067,T04,Roventra,Phone,Patient identification,Follow-up,20,0,Allowed
CRM0000954,2024-12-13,REP004,9000000263,ACC067,T04,Roventra,Phone,Adherence program enrollment,Follow-up,20,0,Allowed
CRM0000955,2024-05-22,REP004,9000000263,ACC067,T04,Nexoral,Remote,Clinical data - REMS requirements,Follow-up,20,0,Allowed
CRM0000956,2024-04-14,REP004,9000000263,ACC067,T04,Vexpro,Phone,Prior authorization support,Follow-up,15,0,Opt-out
CRM0000957,2024-04-01,REP004,9000000263,ACC067,T04,Nexoral,Phone,Prior authorization support,Abandoned,15,0,Allowed
CRM0000958,2024-11-02,REP004,9000000263,ACC067,T04,Nexoral,Sample Drop,Competitive differentiation,Positive,15,0,Allowed
CRM0000959,2024-10-21,REP004,9000000378,ACC067,T04,Vexpro,Face to Face,Adherence program enrollment,No Reach,5,0,Opt-out
CRM0000960,2024-06-16,REP004,9000000378,ACC067,T04,Roventra,Sample Drop,Adherence program enrollment,Positive,20,1,Allowed
CRM0000961,2024-06-05,REP004,9000000378,ACC067,T04,Vexpro,Sample Drop,Patient identification,Follow-up,15,0,Opt-out
CRM0000962,2024-10-03,REP004,9000000378,ACC067,T04,Vexpro,Remote,Coverage and reimbursement,No Reach,10,0,Opt-out
CRM0000963,2024-09-25,REP004,9000000435,ACC067,T04,Nexoral,Phone,Clinical data - efficacy,Abandoned,20,0,Allowed
CRM0000964,2024-08-26,REP004,9000000435,ACC067,T04,Vexpro,Sample Drop,Coverage and reimbursement,Neutral,30,1,Opt-out
CRM0000965,2024-08-13,REP004,9000000435,ACC067,T04,Vexpro,Remote,Referral workflow and SP onboarding,Neutral,5,0,Allowed
CRM0000966,2024-11-13,REP004,9000000435,ACC067,T04,Nexoral,Face to Face,Clinical data - efficacy,No Reach,10,0,Opt-out
CRM0000967,2024-07-12,REP004,9000000435,ACC067,T04,Nexoral,Phone,Coverage and reimbursement,Positive,30,0,Allowed
CRM0000968,2024-11-08,REP005,9000000003,ACC068,T05,Roventra,Phone,Patient identification,Abandoned,30,0,Allowed
CRM0000969,2024-04-06,REP005,9000000003,ACC068,T05,Vexpro,Face to Face,Adherence program enrollment,Positive,30,0,Allowed
CRM0000970,2024-06-20,REP005,9000000003,ACC068,T05,Roventra,Phone,Competitive differentiation,Follow-up,30,0,Allowed
CRM0000971,2024-09-21,REP005,9000000003,ACC068,T05,Vexpro,Sample Drop,Coverage and reimbursement,Follow-up,15,0,Allowed
CRM0000972,2024-07-24,REP005,9000000003,ACC068,T05,Vexpro,Face to Face,Competitive differentiation,Positive,10,0,Allowed
CRM0000973,2024-02-18,REP005,9000000003,ACC068,T05,Roventra,Phone,Safety and tolerability,Follow-up,15,0,Allowed
CRM0000974,2024-09-22,REP005,9000000003,ACC068,T05,Vexpro,Sample Drop,Competitive differentiation,No Reach,30,2,Allowed
CRM0000975,2024-07-06,REP005,9000000003,ACC068,T05,Vexpro,Phone,Coverage and reimbursement,Neutral,15,0,Opt-out
CRM0000976,2024-09-03,REP005,9000000020,ACC068,T05,Vexpro,Face to Face,Prior authorization support,Positive,5,0,Opt-out
CRM0000977,2024-12-16,REP005,9000000020,ACC068,T05,Vexpro,Remote,Adherence program enrollment,Follow-up,45,0,Allowed
CRM0000978,2024-08-17,REP005,9000000020,ACC068,T05,Vexpro,Remote,Adherence program enrollment,Abandoned,45,0,Allowed
CRM0000979,2024-12-16,REP005,9000000020,ACC068,T05,Roventra,Sample Drop,Clinical data - efficacy,Neutral,15,2,Allowed
CRM0000980,2024-03-09,REP005,9000000147,ACC068,T05,Vexpro,Face to Face,Clinical data - REMS requirements,No Reach,15,0,Opt-out
CRM0000981,2024-11-29,REP005,9000000147,ACC068,T05,Nexoral,Remote,Prior authorization support,Neutral,15,0,Allowed
CRM0000982,2024-08-15,REP005,9000000470,ACC068,T05,Nexoral,Face to Face,Coverage and reimbursement,Neutral,10,0,Allowed
CRM0000983,2024-06-17,REP005,9000000470,ACC068,T05,Vexpro,Sample Drop,Clinical data - REMS requirements,Follow-up,15,0,Opt-out
CRM0000984,2024-11-22,REP005,9000000470,ACC068,T05,Roventra,Remote,Safety and tolerability,No Reach,45,0,Allowed
CRM0000985,2024-08-02,REP005,9000000470,ACC068,T05,Nexoral,Face to Face,Referral workflow and SP onboarding,Neutral,45,0,Allowed
CRM0000986,2024-06-13,REP005,9000000470,ACC068,T05,Nexoral,Face to Face,Prior authorization support,No Reach,45,0,Opt-out
CRM0000987,2024-04-21,REP005,9000000470,ACC068,T05,Roventra,Face to Face,Adherence program enrollment,Neutral,5,0,Allowed
CRM0000988,2024-04-22,REP005,9000000470,ACC068,T05,Nexoral,Face to Face,Referral workflow and SP onboarding,Positive,30,0,Allowed
CRM0000989,2024-08-06,REP005,9000000470,ACC068,T05,Roventra,Phone,Patient identification,Follow-up,30,0,Allowed
CRM0000990,2024-02-19,REP006,9000000053,ACC069,T06,Roventra,Face to Face,Coverage and reimbursement,Positive,10,0,Allowed
CRM0000991,2024-03-19,REP006,9000000053,ACC069,T06,Roventra,Remote,Coverage and reimbursement,No Reach,10,0,Allowed
CRM0000992,2024-11-18,REP006,9000000053,ACC069,T06,Roventra,Remote,Safety and tolerability,Positive,15,0,Opt-out
CRM0000993,2024-11-08,REP006,9000000053,ACC069,T06,Roventra,Phone,Coverage and reimbursement,No Reach,5,0,Allowed
CRM0000994,2024-11-21,REP006,9000000053,ACC069,T06,Nexoral,Phone,Safety and tolerability,No Reach,15,0,Allowed
CRM0000995,2024-01-28,REP006,9000000053,ACC069,T06,Roventra,Face to Face,Coverage and reimbursement,Abandoned,5,0,Allowed
CRM0000996,2024-10-14,REP006,9000000347,ACC069,T06,Roventra,Sample Drop,Patient identification,Abandoned,45,1,Allowed
CRM0000997,2025-01-30,REP006,9000000347,ACC069,T06,Vexpro,Remote,Adherence program enrollment,Neutral,5,0,Opt-out
CRM0000998,2024-04-11,REP006,9000000347,ACC069,T06,Roventra,Phone,Competitive differentiation,No Reach,15,0,Opt-out
CRM0000999,2024-11-05,REP006,9000000347,ACC069,T06,Vexpro,Face to Face,Competitive differentiation,No Reach,10,0,Allowed
CRM0001000,2024-04-16,REP006,9000000347,ACC069,T06,Nexoral,Remote,Patient identification,Positive,5,0,Allowed
CRM0001001,2024-09-15,REP006,9000000347,ACC069,T06,Roventra,Phone,Safety and tolerability,Neutral,30,0,Allowed
CRM0001002,2025-01-13,REP006,9000000347,ACC069,T06,Vexpro,Phone,Prior authorization support,No Reach,10,0,Allowed
CRM0001003,2024-02-10,REP006,9000000347,ACC069,T06,Nexoral,Phone,Dose and administration,Abandoned,30,0,Allowed
CRM0001004,2025-01-27,REP006,9000000420,ACC069,T06,Nexoral,Sample Drop,Coverage and reimbursement,Positive,45,0,Allowed
CRM0001005,2024-01-14,REP006,9000000420,ACC069,T06,Vexpro,Remote,Competitive differentiation,Neutral,15,0,Allowed
CRM0001006,2024-07-12,REP006,9000000420,ACC069,T06,Nexoral,Sample Drop,Dose and administration,Neutral,30,0,Allowed
CRM0001007,2025-01-25,REP006,9000000588,ACC069,T06,Vexpro,Phone,Referral workflow and SP onboarding,Positive,5,0,Allowed
CRM0001008,2024-06-03,REP006,9000000588,ACC069,T06,Roventra,Phone,Clinical data - efficacy,Follow-up,45,0,Allowed
CRM0001009,2024-05-09,REP006,9000000588,ACC069,T06,Roventra,Face to Face,Prior authorization support,No Reach,45,0,Allowed
CRM0001010,2024-10-31,REP006,9000000621,ACC069,T06,Roventra,Phone,Coverage and reimbursement,Abandoned,15,0,Allowed
CRM0001011,2024-03-25,REP006,9000000621,ACC069,T06,Roventra,Face to Face,Adherence program enrollment,Neutral,5,0,Allowed
CRM0001012,2024-02-29,REP006,9000000621,ACC069,T06,Nexoral,Face to Face,Dose and administration,Abandoned,45,0,Allowed
CRM0001013,2025-01-12,REP007,9000000568,ACC070,T07,Vexpro,Phone,Safety and tolerability,Follow-up,20,0,Opt-out
CRM0001014,2024-01-12,REP007,9000000568,ACC070,T07,Nexoral,Sample Drop,Adherence program enrollment,Positive,15,0,Allowed
CRM0001015,2024-12-09,REP007,9000000568,ACC070,T07,Nexoral,Remote,Safety and tolerability,Follow-up,15,0,Opt-out
CRM0001016,2024-09-05,REP007,9000000568,ACC070,T07,Nexoral,Sample Drop,Referral workflow and SP onboarding,Follow-up,15,0,Allowed
CRM0001017,2024-10-04,REP007,9000000568,ACC070,T07,Vexpro,Face to Face,Safety and tolerability,Positive,15,0,Opt-out
CRM0001018,2024-02-05,REP007,9000000568,ACC070,T07,Vexpro,Sample Drop,Referral workflow and SP onboarding,Abandoned,20,0,Allowed
CRM0001019,2025-01-21,REP007,9000000629,ACC070,T07,Vexpro,Phone,Patient identification,Abandoned,15,0,Allowed
CRM0001020,2024-07-10,REP007,9000000629,ACC070,T07,Nexoral,Face to Face,Dose and administration,No Reach,10,0,Allowed
CRM0001021,2024-01-20,REP008,9000000119,ACC071,T08,Roventra,Face to Face,Competitive differentiation,Neutral,30,0,Opt-out
CRM0001022,2024-12-07,REP008,9000000119,ACC071,T08,Roventra,Sample Drop,Coverage and reimbursement,Neutral,5,0,Opt-out
CRM0001023,2024-01-27,REP008,9000000119,ACC071,T08,Vexpro,Sample Drop,Dose and administration,No Reach,10,0,Opt-out
CRM0001024,2024-03-05,REP008,9000000119,ACC071,T08,Vexpro,Sample Drop,Competitive differentiation,No Reach,10,0,Allowed
CRM0001025,2024-04-23,REP008,9000000119,ACC071,T08,Nexoral,Remote,Coverage and reimbursement,Positive,45,0,Allowed
CRM0001026,2024-06-08,REP008,9000000119,ACC071,T08,Vexpro,Sample Drop,Clinical data - REMS requirements,No Reach,5,1,Allowed
CRM0001027,2024-02-27,REP008,9000000119,ACC071,T08,Roventra,Sample Drop,Competitive differentiation,Neutral,45,2,Allowed
CRM0001028,2024-10-11,REP008,9000000185,ACC071,T08,Roventra,Phone,Competitive differentiation,No Reach,30,0,Allowed
CRM0001029,2024-06-23,REP008,9000000185,ACC071,T08,Vexpro,Remote,Prior authorization support,No Reach,20,0,Allowed
CRM0001030,2024-09-28,REP008,9000000185,ACC071,T08,Vexpro,Face to Face,Adherence program enrollment,Follow-up,10,0,Allowed
CRM0001031,2024-07-28,REP008,9000000221,ACC071,T08,Roventra,Phone,Clinical data - REMS requirements,Follow-up,15,0,Allowed
CRM0001032,2024-01-29,REP008,9000000221,ACC071,T08,Roventra,Sample Drop,Safety and tolerability,Abandoned,15,0,Allowed
CRM0001033,2024-11-29,REP008,9000000221,ACC071,T08,Nexoral,Remote,Clinical data - efficacy,No Reach,20,0,Opt-out
CRM0001034,2024-02-03,REP008,9000000221,ACC071,T08,Roventra,Sample Drop,Patient identification,Abandoned,45,0,Allowed
CRM0001035,2024-09-14,REP008,9000000221,ACC071,T08,Nexoral,Phone,Prior authorization support,Neutral,30,0,Opt-out
CRM0001036,2024-08-09,REP001,9000000292,ACC072,T01,Roventra,Remote,Adherence program enrollment,Follow-up,15,0,Allowed
CRM0001037,2024-05-14,REP001,9000000292,ACC072,T01,Nexoral,Phone,Coverage and reimbursement,No Reach,20,0,Opt-out
CRM0001038,2024-02-04,REP001,9000000292,ACC072,T01,Roventra,Sample Drop,Clinical data - efficacy,Neutral,10,0,Allowed
CRM0001039,2024-02-27,REP001,9000000292,ACC072,T01,Nexoral,Phone,Adherence program enrollment,Follow-up,45,0,Opt-out
CRM0001040,2024-08-16,REP001,9000000292,ACC072,T01,Vexpro,Phone,Patient identification,Positive,15,0,Opt-out
CRM0001041,2024-06-05,REP001,9000000292,ACC072,T01,Vexpro,Phone,Prior authorization support,Neutral,10,0,Opt-out
CRM0001042,2024-01-13,REP001,9000000632,ACC072,T01,Roventra,Phone,Adherence program enrollment,Follow-up,30,0,Opt-out
CRM0001043,2024-04-16,REP001,9000000632,ACC072,T01,Nexoral,Remote,Adherence program enrollment,Neutral,30,0,Allowed
CRM0001044,2024-06-17,REP001,9000000632,ACC072,T01,Vexpro,Remote,Competitive differentiation,Neutral,15,0,Opt-out
CRM0001045,2024-05-11,REP001,9000000632,ACC072,T01,Roventra,Remote,Clinical data - REMS requirements,No Reach,20,0,Allowed
CRM0001046,2025-01-23,REP001,9000000632,ACC072,T01,Vexpro,Face to Face,Safety and tolerability,Abandoned,30,0,Allowed
CRM0001047,2024-04-27,REP001,9000000632,ACC072,T01,Vexpro,Face to Face,Competitive differentiation,No Reach,30,0,Allowed
CRM0001048,2024-05-25,REP002,9000000127,ACC073,T02,Nexoral,Sample Drop,Referral workflow and SP onboarding,Neutral,45,2,Allowed
CRM0001049,2024-01-05,REP002,9000000127,ACC073,T02,Vexpro,Face to Face,Patient identification,Positive,30,0,Allowed
CRM0001050,2024-06-07,REP002,9000000127,ACC073,T02,Roventra,Phone,Patient identification,Follow-up,10,0,Opt-out
CRM0001051,2024-10-14,REP002,9000000127,ACC073,T02,Roventra,Phone,Competitive differentiation,Abandoned,10,0,Opt-out
CRM0001052,2024-08-05,REP002,9000000127,ACC073,T02,Roventra,Phone,Clinical data - efficacy,Follow-up,20,0,Allowed
CRM0001053,2024-07-16,REP002,9000000127,ACC073,T02,Roventra,Sample Drop,Safety and tolerability,Abandoned,15,2,Opt-out
CRM0001054,2024-02-09,REP002,9000000127,ACC073,T02,Roventra,Phone,Dose and administration,Follow-up,5,0,Allowed
CRM0001055,2024-07-05,REP002,9000000270,ACC073,T02,Nexoral,Sample Drop,Safety and tolerability,No Reach,5,1,Allowed
CRM0001056,2024-01-08,REP002,9000000270,ACC073,T02,Vexpro,Face to Face,Patient identification,No Reach,5,0,Opt-out
CRM0001057,2024-12-30,REP002,9000000270,ACC073,T02,Nexoral,Face to Face,Safety and tolerability,Abandoned,10,0,Opt-out
CRM0001058,2024-10-23,REP002,9000000270,ACC073,T02,Roventra,Face to Face,Referral workflow and SP onboarding,Follow-up,45,0,Opt-out
CRM0001059,2024-06-23,REP002,9000000270,ACC073,T02,Nexoral,Sample Drop,Clinical data - efficacy,Follow-up,15,1,Allowed
CRM0001060,2024-07-06,REP002,9000000270,ACC073,T02,Nexoral,Face to Face,Patient identification,Positive,30,0,Opt-out
CRM0001061,2024-05-31,REP002,9000000270,ACC073,T02,Vexpro,Face to Face,Referral workflow and SP onboarding,No Reach,30,0,Opt-out
CRM0001062,2024-04-09,REP002,9000000562,ACC073,T02,Nexoral,Sample Drop,Prior authorization support,Abandoned,5,0,Allowed
CRM0001063,2024-11-09,REP002,9000000562,ACC073,T02,Vexpro,Remote,Prior authorization support,Abandoned,15,0,Opt-out
CRM0001064,2024-07-13,REP002,9000000562,ACC073,T02,Nexoral,Face to Face,Clinical data - efficacy,No Reach,30,0,Allowed
CRM0001065,2024-02-23,REP002,9000000562,ACC073,T02,Roventra,Face to Face,Adherence program enrollment,Follow-up,15,0,Opt-out
CRM0001066,2024-10-11,REP002,9000000562,ACC073,T02,Roventra,Phone,Patient identification,Follow-up,45,0,Opt-out
CRM0001067,2024-06-03,REP003,9000000408,ACC074,T03,Vexpro,Remote,Coverage and reimbursement,Abandoned,30,0,Allowed
CRM0001068,2024-07-29,REP003,9000000408,ACC074,T03,Nexoral,Face to Face,Patient identification,Positive,30,0,Allowed
CRM0001069,2024-08-15,REP003,9000000408,ACC074,T03,Vexpro,Phone,Patient identification,Abandoned,10,0,Opt-out
CRM0001070,2024-02-19,REP003,9000000408,ACC074,T03,Nexoral,Face to Face,Competitive differentiation,Neutral,10,0,Allowed
